Date,SPTR Index,FNERTR Index,RU10INTR Index,SPGSCITR Index,GDDUEAFE Index,LBUSTRUU Index,LF98TRUU Index,GDLEEGF Index
1/4/1999,1668.521,2526.2561,2522.621,1992.325,3312.732,840.31,536.88,16353
1/5/1999,1691.253,2535.7539,2553.651,1975.145,3334.567,838.85,537.14,16412.156
1/6/1999,1729.083,2539.5659,2608.138,2033.986,3383.917,840.25,537.63,16785.383
1/7/1999,1725.64,2522.428,2605.67,2038.249,3363.649,838.69,537.99,17000.391
1/8/1999,1732.925,2523.1851,2616.827,2045.915,3343.808,836.07,538.79,16941.01
1/11/1999,1717.69,2515.23,2598.226,2067.354,3316.405,835.25,539.12,16792.949
1/12/1999,1684.57,2506.2949,2549.888,2033.1949,3269.469,837.53,539.6,16458.416
1/13/1999,1677.729,2500.499,2537.667,1982.603,3191.059,840.25,539.36,15844.567
1/14/1999,1647.566,2485.9609,2493.123,1972.562,3205.42,843.88,539.48,15651.924
1/15/1999,1689.818,2493.105,2552.897,1968.092,3220.312,842.01,539.3,16243.029
1/19/1999,1701.711,2503.9651,2571.833,1947.208,3272.576,841.81,539.92,16543.021
1/20/1999,1708.087,2495.7639,2579.083,1930.9189,3300.421,840.69,539.96,16827.951
1/21/1999,1678.925,2489.5669,2533.25,1963.145,3285.694,842.68,540.54,16649.828
1/22/1999,1665.387,2485.572,2513.814,1972.2939,3208.189,844.83,540.58,16319.61
1/25/1999,1677.342,2489.3369,2531.117,1946.725,3211.893,844.47,541.35,16187.285
1/26/1999,1702.265,2482.677,2567.353,1928.2469,3223.132,844.02,541.44,16425.756
1/27/1999,1690.076,2469.1279,2547.419,1943.183,3217.526,844.46,542.62,16743.605
1/28/1999,1720.437,2450.2051,2590.867,1960.785,3217.517,845.29,543.25,16849.01
1/29/1999,1739.839,2439.4729,2617.526,1974.228,3234.571,846.66,544.43,16949.905
2/1/1999,1730.811,2443.2981,2605.748,1948.959,3259.691,843.6,544.05,17128.551
2/2/1999,1715.912,2452.229,2583.724,1955.319,3266.39,841.85,543.82,16961.895
2/3/1999,1729.841,2452.7141,2606.67,1955.808,3228.292,840.98,543.51,16933.371
2/4/1999,1697.909,2454.4719,2558.198,1944.3361,3215.595,838.75,543.48,16846.094
2/5/1999,1685.583,2441.4651,2536.535,1936.892,3194.635,837.83,545,16767.707
2/8/1999,1691.797,2437.9519,2544.26,1931.899,3169.687,838.48,545.53,16914.832
2/9/1999,1654.237,2435.4409,2488.685,1921.417,3124.016,839.62,545.78,16731.061
2/10/1999,1664.64,2409.5911,2501.002,1916.915,3105.993,839.6,545.55,16796.68
2/11/1999,1706.254,2397.593,2563.31,1912.739,3136.565,839.26,545.76,17015.996
2/12/1999,1673.772,2374.623,2515.882,1909.577,3160.789,835.05,545.14,17190.453
2/16/1999,1689.755,2373.886,2537.002,1869.314,3150.458,836.84,545.53,17247.395
2/17/1999,1665.678,2365.114,2503.323,1873.701,3133.14,838.59,545.48,17173.455
2/18/1999,1683.838,2375.386,2529.832,1901.4919,3129.504,837.03,544.98,17103.865
2/19/1999,1686.483,2373.7549,2535.517,1890.193,3112.318,836.57,544.84,17131.539
2/22/1999,1731.323,2398.0181,2600.548,1887.839,3139.033,838.31,545.03,17270.826
2/23/1999,1730.045,2399.313,2600.769,1915.3621,3159.064,836.27,544.58,17096.682
2/24/1999,1706.028,2396.4131,2566.661,1910,3175.434,833.3,543.67,17239.662
2/25/1999,1694.832,2389.686,2547.094,1918.037,3167.178,829.64,540.32,17234.883
2/26/1999,1685.767,2382.175,2534.455,1883.287,3158.231,831.88,541.23,17319.461
3/1/1999,1682.86,2391.043,2532.899,1888.234,3104.824,828.43,540.35,17495.107
3/2/1999,1668.373,2384.595,2515.068,1910.28,3098.373,829.85,540.04,17490.15
3/3/1999,1671.742,2381.6599,2516.413,1932.6801,3079.692,828.65,539.19,17645.904
3/4/1999,1697.76,2380.3701,2553.06,1963.199,3076.013,827.6,538.99,17650.803
3/5/1999,1737.052,2391.061,2608.692,1972.348,3161.263,830.62,539.34,17794.488
3/8/1999,1747.042,2385.0339,2624.416,1997.905,3159.45,831.87,539.74,18149.021
3/9/1999,1743.11,2389.676,2618.135,2007.324,3182.861,834.95,540.85,18289.563
3/10/1999,1752.751,2387.5229,2631.631,2068.2629,3219.833,834.48,541.4,18396.109
3/11/1999,1767.93,2383.3999,2653.136,2039.598,3232.686,834.59,541.87,18502.469
3/12/1999,1763.738,2381.9009,2645.336,2038.573,3267.586,836.3,541.94,18594.705
3/15/1999,1781.024,2370.5081,2670.906,2026.701,3275.974,838.07,541.71,18840.232
3/16/1999,1779.835,2361.5171,2668.863,2032.996,3293.502,839.36,541.9,19001.826
3/17/1999,1768.272,2362.3721,2652.688,2078.269,3304.51,838.54,542.06,19037.232
3/18/1999,1793.85,2349.9951,2688.102,2073.8511,3273.017,839.2,542.36,19089.314
3/19/1999,1770.337,2346.7461,2651.74,2090.77,3317.481,837.41,543.97,19291.77
3/22/1999,1767.257,2325.7681,2645.484,2132.3879,3296.697,836.45,544.27,19252.563
3/23/1999,1719.756,2313.5061,2577.677,2117.7839,3249.114,836.87,544.43,19094.064
3/24/1999,1728.57,2317.5891,2591.895,2100.9661,3214.893,838.1,544.66,18924.365
3/25/1999,1757.75,2319.551,2634.635,2136.373,3252.649,836.47,545.87,19133.926
3/26/1999,1747.953,2320.949,2620.407,2175.436,3220.628,836.56,545.3,19076.941
3/29/1999,1785.498,2347.2051,2673.23,2186.1121,3251.078,835.23,545.2,19062.314
3/30/1999,1772.79,2355.9099,2656.442,2206.3,3249.239,837.76,545.8,19279.535
3/31/1999,1753.212,2371.426,2631.569,2201.4241,3290.827,836.49,546.39,19260.275
4/1/1999,1763.313,2357.551,2644.932,2186.302,3309.771,835.23,546.46,19274.648
4/5/1999,1800.668,2361.3469,2697.896,2202.4819,3282.835,839.07,547.5,19552.908
4/6/1999,1796.336,2349.394,2691.254,2201.895,3337.182,841.62,548.56,19742.93
4/7/1999,1808.969,2338.1541,2707.651,2151.0691,3359.53,841.67,549.13,19940.699
4/8/1999,1832.343,2339.4851,2742.911,2133.228,3386.914,845.27,549.87,20058.543
4/9/1999,1838.301,2338.636,2751.118,2179.873,3385.107,844.71,551.71,20051.262
4/12/1999,1852.352,2356.708,2772.029,2168.4409,3379.35,844.86,552.25,20063.086
4/13/1999,1840.4,2369.9131,2757.166,2189.7129,3407.282,843.4,552.99,20106.896
4/14/1999,1811.287,2400.752,2719.306,2167.8989,3423.002,843.22,553.58,20246.906
4/15/1999,1803.684,2439.6809,2707.787,2191.6631,3382.683,842.76,554.12,20515.256
4/16/1999,1798.422,2523.541,2699.916,2213.9561,3390.137,841.17,554.2,20999.287
4/19/1999,1758.186,2569.301,2642.07,2234.489,3410.892,842.92,555.05,21233.232
4/20/1999,1780.943,2568.813,2678.019,2226.6411,3352.682,844.09,555.38,21107.527
4/21/1999,1821.876,2581.0229,2743.729,2243.864,3334.192,843.95,555.58,20837.863
4/22/1999,1852.863,2593.437,2781.342,2251.3269,3363.644,840.86,555.39,20928.438
4/23/1999,1850.177,2596.865,2780.664,2244.4331,3381.645,841.15,555.66,21045.904
4/26/1999,1854.526,2581.7561,2787.761,2231.3159,3399.884,842.31,555.82,21008.594
4/27/1999,1858.29,2567.05,2792.891,2238.7429,3451.713,843.2,555.39,21096.605
4/28/1999,1842.217,2575.356,2770.496,2278.269,3444.811,842.29,556.52,21236.645
4/29/1999,1831.525,2569.3269,2757.446,2289.0071,3421.047,844.51,557.56,21105.771
4/30/1999,1821.106,2596.4629,2741.629,2292.4021,3424.924,839.14,556.98,21411.734
5/3/1999,1847.634,2607.3679,2780.881,2302.5911,3428.805,839.55,557.13,21631.344
5/4/1999,1816.785,2608.5591,2738.328,2312.7971,3432.135,838.02,557.86,21959.482
5/5/1999,1838.077,2620.7749,2768.577,2314.605,3409.349,838.93,557.79,22105.109
5/6/1999,1817.39,2627.4109,2736.076,2277.8491,3453.16,835.25,557.15,22673.213
5/7/1999,1835.061,2637.7781,2761.701,2262.6379,3428.297,834.59,555.48,22772.814
5/10/1999,1829.159,2674.488,2756.137,2280.0991,3435.549,836.02,555.62,22895.953
5/11/1999,1850.163,2690.5271,2787.656,2258.8611,3408.471,834.16,554.77,22780.42
5/12/1999,1861.973,2697.676,2805.998,2231.311,3391.438,834.93,554.61,22458.385
5/13/1999,1866.872,2696.2971,2814.857,2257.7649,3392.761,838.8,554.41,22538.922
5/14/1999,1826.309,2662.9851,2753.362,2252.8181,3356.642,832.27,552.95,22577.092
5/17/1999,1828.667,2641.4929,2758.914,2245.2839,3282.452,832,553.04,22340.689
5/18/1999,1820.364,2621.3779,2744.378,2200.0959,3308.337,831.45,553.05,22538.789
5/19/1999,1835.332,2639.364,2768.045,2188.301,3306.098,833.81,553.32,22415.143
5/20/1999,1828.053,2662.1499,2758.449,2188.8201,3326.49,833.29,551.68,22302.668
5/21/1999,1816.407,2681.4609,2741.16,2201.542,3315.298,835.27,552.06,22122.906
5/24/1999,1784.141,2670.0701,2691.576,2165.509,3311.818,836.01,552.45,21849.105
5/25/1999,1753.794,2665.0959,2645.647,2172.1899,3291.554,836.2,551.88,21575.445
5/26/1999,1781.844,2643.2959,2685.838,2185.2361,3272.395,834.66,551.8,21757.279
5/27/1999,1750.192,2643.7661,2643.786,2173.8191,3243.932,832.1,549.56,21606.531
5/28/1999,1778.103,2653.498,2682.358,2167.3081,3253.31,831.79,549.44,21432.482
6/1/1999,1767.803,2648.8191,2663.453,2136.699,3280.25,826.87,548.8,21791.725
6/2/1999,1768.918,2643.7371,2669.499,2165.1609,3282.829,826.48,547.93,21859.672
6/3/1999,1775.401,2651.614,2676.098,2175.075,3288.527,826.49,547.22,22014.828
6/4/1999,1813.971,2651.261,2732.114,2210.615,3294.786,826.34,547.23,22253.129
6/7/1999,1823.293,2650.7161,2747.925,2246.21,3329.884,826.62,547.77,22583.947
6/8/1999,1799.867,2641.8821,2712.967,2230.2981,3371.276,825.88,547.83,22751.361
6/9/1999,1801.791,2639.5481,2714.859,2249.804,3388.472,824.87,547.62,22552.203
6/10/1999,1780.191,2627.085,2682.285,2238.8889,3389.317,822.89,547.16,22854.008
6/11/1999,1768.039,2616.782,2663.693,2274.7029,3431.471,819.3,546.05,22779.918
6/14/1999,1768.564,2608.22,2661.219,2277.9041,3392.816,821.05,546.62,22596.949
6/15/1999,1778.359,2630.2871,2677.718,2278.646,3394.772,820.72,546.54,22545.254
6/16/1999,1818.398,2644.1289,2736.046,2245.5959,3399.246,822.05,546.51,23035.092
6/17/1999,1831.454,2645.2229,2756.442,2255.3359,3423.363,828.3,547.71,23315.9
6/18/1999,1835.478,2637.999,2760.8,2253.811,3435.253,826.72,547.67,23476.898
6/21/1999,1843.931,2633.373,2773.349,2232.7451,3453.265,824.87,547.81,23955.406
6/22/1999,1826.001,2619.219,2748.197,2225.897,3448.359,823.47,547.8,24022.996
6/23/1999,1822.168,2604.3979,2743.768,2260.6521,3409.533,820.9,547.62,23784.275
6/24/1999,1798.552,2587.688,2707.408,2250.427,3393.017,819.27,547.45,23636.441
6/25/1999,1797.914,2580.8721,2706.168,2252.4041,3409.449,820.16,547.74,23400.619
6/28/1999,1820.09,2601.8911,2738.985,2239.395,3402.574,822.86,548.36,23594.389
6/29/1999,1847.586,2601.4089,2779.499,2255.918,3402.713,824.11,548.35,23707.344
6/30/1999,1876.783,2610.5271,2819.045,2306.7019,3376.725,829.14,548.27,23769.584
7/1/1999,1888.149,2603.7991,2838.459,2296.9551,3445.081,827.71,548.18,24211.313
7/2/1999,1902.177,2606.7151,2859.085,2296.783,3461.082,828.43,548.41,24440.549
7/6/1999,1898.149,2594.9089,2854.497,2283.1851,3501.027,827.55,548.85,24844.252
7/7/1999,1909.132,2578.792,2865.169,2289.5349,3475.949,826.56,548.93,24788.475
7/8/1999,1907.283,2559.562,2865.318,2290.4741,3455.098,828.99,549.5,24670.414
7/9/1999,1919.402,2569.0759,2880.93,2297.624,3458.867,828.92,550.04,24804.605
7/12/1999,1913.687,2573.0291,2873.975,2299.052,3462.209,833.07,552.5,24685.123
7/13/1999,1906.188,2572.3679,2862.422,2312.415,3440.319,834.02,553.17,24448.137
7/14/1999,1912.54,2570.0491,2873.33,2307.0759,3466.427,833.04,553.62,24308.404
7/15/1999,1928.209,2579.9231,2897.294,2329.3459,3513.236,833.53,554.18,24505.037
7/16/1999,1940.758,2577.9299,2913.565,2338.7319,3490.437,834.63,554.55,24495.748
7/19/1999,1925.547,2572.4839,2891.219,2342.0371,3491.001,835.32,555.15,24613.498
7/20/1999,1883.761,2558.7319,2828.015,2296.989,3495.382,836.15,555.28,24438.463
7/21/1999,1886.858,2558.8369,2835.804,2306.5239,3478.397,835.6,555.33,24298.703
7/22/1999,1861.825,2550.679,2799.507,2341.0691,3442.829,831.38,554.86,24234.744
7/23/1999,1856.312,2543.2229,2792.563,2404.9189,3399.747,829.02,553.46,23700.785
7/26/1999,1843.754,2527.197,2768.789,2390.666,3409.683,828.12,553.1,23213.01
7/27/1999,1864.384,2528.1021,2801.351,2372.0081,3420.842,829.66,553.2,23273.988
7/28/1999,1868.047,2520.3921,2805.308,2383.6819,3441.712,830.27,553.13,23484.988
7/29/1999,1835.016,2502.7981,2755.604,2409.3469,3432.142,827.55,550.37,23493.59
7/30/1999,1818.181,2527.46,2732.974,2389.4519,3477.87,825.61,550.47,23338.531
8/2/1999,1817.27,2516.042,2729.585,2419.05,3471.919,825.05,550.12,22998.395
8/3/1999,1809.297,2509.3191,2713.865,2415.3601,3469.304,823.35,548.96,23163.615
8/4/1999,1786.507,2488.4089,2677.466,2444.218,3471.306,823.68,549.4,23158.348
8/5/1999,1798.11,2478.707,2695.083,2454.3679,3412.404,825.92,548.61,22866.215
8/6/1999,1780.062,2476.0591,2666.528,2480.585,3398.969,820.78,547.92,22678.051
8/9/1999,1776.679,2466.415,2658.362,2506.061,3395.895,817.45,545.29,22815.705
8/10/1999,1754.328,2455.5139,2624.616,2512.009,3365.49,816.38,543.88,22891.059
8/11/1999,1782.852,2455.7219,2667.086,2514.1599,3356.891,818.26,544.28,22807.6
8/12/1999,1777.751,2462.248,2661.02,2495.48,3413.457,818.46,543.81,23006.121
8/13/1999,1818.245,2477.8069,2721.362,2513.543,3434.32,822.71,543.76,23087.512
8/16/1999,1822.529,2477.6011,2728.916,2504.8711,3470.354,823.82,544.17,23291.426
8/17/1999,1840.88,2484.543,2756.971,2528.884,3464.884,827.69,544.72,23185.131
8/18/1999,1825.561,2490.5569,2734.963,2522.2339,3490.015,827.97,544.79,23102.979
8/19/1999,1812.979,2487.3149,2713.957,2546.322,3487.866,826.88,544.73,23050.49
8/20/1999,1830.816,2493.0801,2739.504,2544.0879,3536.199,827.53,545.32,23217.955
8/23/1999,1863.176,2496.97,2789.443,2551.6489,3566.684,827.99,545.85,23640.006
8/24/1999,1867.68,2485.033,2793.02,2530.104,3546.84,830.41,545.89,23716.313
8/25/1999,1892.866,2476.958,2828.171,2482.562,3548.96,835.02,546.54,24152.529
8/26/1999,1865.79,2476.1189,2792.332,2495.7119,3531.204,834.1,546.39,24043.203
8/27/1999,1847.119,2474.7329,2764.249,2506.8711,3532.927,829.82,545.89,23969.141
8/30/1999,1814.112,2460.3701,2714.421,2544.7639,3545.412,825.73,545.83,23852.107
8/31/1999,1809.186,2495.3379,2707.367,2557.625,3491.348,825.19,544.39,23710.984
9/1/1999,1824.199,2482.865,2730.357,2552.6641,3555.227,825.09,543.83,23746.205
9/2/1999,1807.831,2468.1599,2706.628,2510.7271,3543.083,823.52,543.58,23630.844
9/3/1999,1860.15,2486.573,2785.349,2542.8459,3562.167,829.08,544.24,23657.689
9/7/1999,1851.01,2490.3069,2773.793,2605.866,3569.329,827.49,544.58,23841.67
9/8/1999,1842.557,2481.3359,2758.901,2598.7141,3566.475,828.63,543.24,23721.191
9/9/1999,1847.371,2472.606,2765.491,2643.47,3609.233,827.76,543.15,23831.047
9/10/1999,1852.854,2472.1289,2775.357,2661.8091,3593.01,830.74,543.65,24087.865
9/13/1999,1842.964,2466.7859,2758.902,2678.291,3592.81,830.55,543.54,24310.982
9/14/1999,1832.228,2450.522,2744.125,2649.8811,3583.383,828.72,543.21,24266.582
9/15/1999,1807.172,2438.8711,2708.25,2639.7041,3573.693,830.81,543.32,24042.619
9/16/1999,1807.977,2433.022,2706.429,2642.4009,3534.31,832.5,543.51,23753.1
9/17/1999,1831.231,2433.3,2740.004,2656.418,3525.432,833.63,543.8,23786.756
9/20/1999,1831.415,2424.428,2739.453,2631.478,3551.149,832.42,544.08,23926.275
9/21/1999,1793.091,2402.0381,2685.179,2626.1479,3565.808,831.58,543.47,23772.357
9/22/1999,1797.149,2397.491,2690.915,2638.2739,3525.201,832.49,542.93,23739.955
9/23/1999,1755.878,2388.856,2628.384,2700.584,3532.443,835.29,542.68,23649.84
9/24/1999,1751.696,2378.095,2624.585,2702.1379,3475.872,839.1,542.74,23510.984
9/27/1999,1759.855,2375.052,2635.206,2712.0249,3486.291,836.57,542.92,23307.281
9/28/1999,1758.769,2374.6721,2632.285,2709.822,3496.638,834.64,542.55,23407.705
9/29/1999,1739.918,2374.949,2608.136,2719.9951,3494.383,831.72,541.8,23316.773
9/30/1999,1759.589,2400.604,2632.925,2693.283,3527.269,834.77,540.47,23141.447
10/1/1999,1759.765,2384.499,2631.223,2693.7859,3548.281,831,539.62,23126.129
10/4/1999,1789.713,2393.394,2675.84,2642.9319,3566.222,833.54,540.42,23192.693
10/5/1999,1785.324,2401.0779,2672.034,2619.2661,3569.308,830.15,540.23,23140.797
10/6/1999,1818.609,2405.6819,2722.482,2610.051,3582.88,830.08,540.34,23446.646
10/7/1999,1807.997,2385.6621,2707.774,2566.375,3616.565,830.47,539.55,23800.141
10/8/1999,1833.217,2382.4009,2739.968,2475.7849,3604.496,831.42,539.82,23848.27
10/11/1999,1832.106,2389.1101,2743.538,2506.1321,3618.786,831.42,541.44,23910.908
10/12/1999,1801.687,2376.5381,2694.959,2591.5649,3617.935,830.69,541.44,24044.281
10/13/1999,1764.098,2356.53,2640.74,2637.7949,3575.598,828.63,540.09,23827.221
10/14/1999,1761.181,2345.407,2639.357,2591.5591,3575.396,827,539.74,23825.561
10/15/1999,1711.766,2326.3511,2566.68,2621.78,3547.333,830.27,539.9,23350.822
10/18/1999,1721.001,2319.3391,2575.497,2613.7991,3491.247,829.2,539.93,23002.35
10/19/1999,1730.868,2320.1011,2596.157,2609.239,3532.245,827.75,539.37,23064.963
10/20/1999,1769.55,2321.6121,2644.076,2603.1641,3551.127,827.67,539.18,23356.434
10/21/1999,1761.584,2301.907,2636.938,2610.7729,3544.447,827.37,539.11,23200.217
10/22/1999,1786.357,2312.2051,2672.683,2658.7681,3574.515,827.46,538.28,23326.465
10/25/1999,1775.353,2308.874,2658.994,2651.571,3573.672,827.59,538.44,23256.285
10/26/1999,1759.268,2295.5769,2635.186,2635.219,3586.629,827.05,538.13,23313.668
10/27/1999,1779.716,2299.5549,2665.47,2625.908,3560.195,829.25,538.01,23206.582
10/28/1999,1842.801,2306.147,2761.243,2547.2849,3589.975,832.55,538.4,23446.045
10/29/1999,1870.937,2341.5601,2809.915,2554.387,3660.157,837.85,536.88,23655.512
11/1/1999,1858.861,2350.5,2791.789,2586.583,3660.715,836.49,536.96,23930.752
11/2/1999,1850.127,2374.991,2780.081,2575.522,3666.548,837.68,537.32,24118.119
11/3/1999,1860.277,2381.447,2795.569,2596.4089,3669.511,838.49,537.7,24312.502
11/4/1999,1870.882,2374.2729,2815.883,2620.5281,3702.795,840.96,539.47,24536.957
11/5/1999,1881.326,2362.0811,2837.465,2613.2151,3682.805,843,540.18,24792.303
11/8/1999,1890.808,2368.1541,2850.569,2616.613,3671.961,842.49,540.72,24832.34
11/9/1999,1875.069,2363.5171,2826.142,2659.894,3695.66,842.16,541.26,25080.133
11/10/1999,1886.508,2360.9929,2842.506,2684.8069,3734.821,841.04,541.31,25107.592
11/11/1999,1897.496,2351.2429,2855.864,2670.6011,3754.255,841.04,541.31,25218.045
11/12/1999,1917.723,2346.5879,2888.892,2709.3159,3739.144,844.04,541.05,25266.664
11/15/1999,1915.47,2335.2241,2886.276,2726.3601,3759.149,844.4,541.03,25383.424
11/16/1999,1950.831,2337.1841,2938.617,2738.959,3762.673,843.53,541.05,25510.494
11/17/1999,1938.221,2331.6001,2920.588,2761.092,3793.938,841.25,540.98,25206.947
11/18/1999,1957.874,2326.8201,2951.654,2712.7109,3812.357,840.47,540.75,25337.656
11/19/1999,1953.838,2338.467,2947.723,2749.8979,3809.915,840.6,541.29,25660.701
11/22/1999,1952.407,2321.2749,2946.876,2784.2681,3806.597,839.81,541.52,25683.234
11/23/1999,1930.101,2306.613,2909.288,2758.2859,3821.447,840.1,541.69,25642.486
11/24/1999,1947.211,2302.8091,2934.843,2776.4871,3790.752,839.73,541.81,25511.908
11/26/1999,1946.719,2300.5769,2936.927,2772.6299,3858.535,838.81,542.19,25602.375
11/29/1999,1934.945,2290.2009,2917.222,2728.9341,3852.837,835.92,543.18,25792.957
11/30/1999,1908.97,2303.4741,2882.2,2657.748,3788.082,837.79,543.19,25762.096
12/1/1999,1921.492,2304.0371,2898.419,2676.5691,3808.203,836.66,543.15,25935.125
12/2/1999,1937.069,2287.656,2926.454,2726.3201,3808.574,836.08,543.2,26118.396
12/3/1999,1970.425,2292.7329,2977.548,2720.041,3860.103,839.17,543.91,26296.662
12/6/1999,1956.762,2284.0449,2960.966,2759.6841,3905.963,840.26,545.71,26439.186
12/7/1999,1937.34,2281.781,2937.94,2738.2539,3927.505,842.14,546.24,26297.389
12/8/1999,1930.243,2262.1279,2930.039,2751.7771,3911.572,841.11,546.41,26353.971
12/9/1999,1936.092,2254.926,2937.346,2718.1279,3913.105,841.98,546.71,26441.258
12/10/1999,1948.374,2235.9241,2952.701,2684.519,3912.154,844.44,547.32,26836.41
12/13/1999,1946.229,2223.4871,2947.77,2694.147,3897.906,843.53,548.77,27049.578
12/14/1999,1929.683,2194.6809,2916.091,2728.489,3883.4,838.95,548.3,26787.346
12/15/1999,1943.707,2194.4541,2934.195,2755.6909,3854.722,837.73,548.92,26622.795
12/16/1999,1951.311,2194.6399,2946.958,2801.9829,3901.935,835.49,548.72,26561.305
12/17/1999,1954.442,2279.1279,2953.642,2810.2151,3916.702,835.44,548.77,26757.262
12/20/1999,1950.443,2303.677,2947.658,2810.8479,3935.866,833.57,548.85,27067.559
12/21/1999,1971.557,2306.0281,2980.462,2793.7991,3930.32,833.04,548.6,27215.535
12/22/1999,1975.502,2300.1499,2989.656,2755.95,3980.366,832.96,548.55,27402.223
12/23/1999,2006.074,2306.896,3033.808,2776.6279,4038.472,832.88,548.6,27430.508
12/27/1999,2004.368,2308.8401,3023.456,2787.8201,4051.147,834.38,548.88,27829.719
12/28/1999,2005.141,2331.127,3027.489,2811.9541,4072.235,833.67,548.87,28049.814
12/29/1999,2013.384,2356.02,3043.508,2808.26,4088.933,835.03,549.36,28326.736
12/30/1999,2014.808,2353.0801,3046.44,2769.594,4128.93,835.76,549.19,28590.713
12/31/1999,2021.401,2376.4189,3055.862,2770.0049,4128.811,833.75,549.3,28720.34
1/3/2000,2002.113,2352.624,3029.452,2766.771,4162.195,829.39,548.29,29039.117
1/4/2000,1925.407,2328.8999,2909.977,2740.741,4071.577,832.53,547.66,29249.797
1/5/2000,1929.278,2339.0229,2917.774,2714.811,3952.593,828.84,546.83,28725.914
1/6/2000,1931.507,2381.7371,2898.748,2713.835,3896.289,831.02,547.01,28512.641
1/7/2000,1983.832,2432.3469,2998.011,2689.979,3941.078,833.27,546.73,28753.682
1/10/2000,2006.07,2461.2849,3041.51,2712.1221,3978.022,831.98,546.54,29572.535
1/11/2000,1979.924,2449.083,2996.158,2768.2361,4009.116,828.11,546.04,29170.705
1/12/2000,1971.359,2441.783,2985.801,2805.0601,3985.814,827.04,545.97,29317.293
1/13/2000,1995.35,2439.5281,3031.349,2830.1179,4004.007,830.78,545.91,29671.783
1/14/2000,2016.643,2431.103,3065.138,2901.2419,4038.337,829.45,545.75,30090.885
1/18/2000,2002.885,2436.8479,3046.452,2957.261,4002.044,827.44,545.68,30492.986
1/19/2000,2004.02,2446.782,3056.516,2972.467,3962.88,828.56,545.77,29896.166
1/20/2000,1989.807,2448.583,3037.92,2993.3369,3963.546,827.42,545.55,29820.322
1/21/2000,1984.012,2452.019,3031.473,2995.9939,3948.441,828.15,545.47,29662.553
1/24/2000,1929.201,2428.5959,2951.048,2972.6399,3944.455,831.84,546.77,29702.545
1/25/2000,1940.902,2419.083,2965.957,3005.563,3893.478,832.09,546.7,29251.541
1/26/2000,1932.783,2420.2319,2953.42,2971.355,3926.964,832.89,546.58,29353.508
1/27/2000,1925.307,2416.2151,2943.86,2948.926,3950.729,833.28,546.77,29492.242
1/28/2000,1872.612,2406.1479,2867.292,2941.196,3930.278,833.71,547.16,29437.547
1/31/2000,1919.841,2384.2461,2930.753,2970.293,3867.191,831.02,546.93,28950.357
2/1/2000,1940.244,2395.77,2966.313,3013.519,3874.01,832.85,547.38,29212.564
2/2/2000,1940.211,2402.032,2965.766,2978.8689,3917.531,833.29,547.37,29466.053
2/3/2000,1962.208,2416.969,3000.927,3005.5281,4003.402,837.01,548.04,29990.527
2/4/2000,1961.443,2409.124,2997.542,3056.3311,4012.31,834.8,547.84,30313.902
2/7/2000,1961.3,2406.0039,3001.503,3018.771,3977.611,832.17,547.65,30684.967
2/8/2000,1985.492,2407.644,3036.776,2976.1411,4035.132,834.91,548.25,30842.775
2/9/2000,1944.572,2407.2849,2976.522,3022.0449,4060.686,832.82,548.29,30974.047
2/10/2000,1951.647,2400.835,2987.307,3069.5039,4040.707,831.01,548.08,31156.951
2/11/2000,1910.919,2381.1001,2930.814,3068.8899,4035.45,832.34,548.24,31064.092
2/14/2000,1914.879,2368.238,2934.925,3101.47,3992.126,835.87,548.7,30600.799
2/15/2000,1931.579,2369.8789,2959.324,3096.9541,3927.482,834.92,548.17,30484.252
2/16/2000,1912.12,2358.3611,2935.101,3105.9751,3955.821,834.2,548.18,30492.299
2/17/2000,1912.957,2372.1709,2936.662,3072.262,3997.809,833.98,548.26,30719.029
2/18/2000,1854.851,2349.322,2855.264,3059.2871,3974.977,836.8,548.34,30497.133
2/22/2000,1863.262,2336.541,2866.177,3072.9751,3950.072,842.3,549.29,29782.299
2/23/2000,1875.162,2339.9661,2897.27,3086.145,3987.377,839.54,548.93,29934.848
2/24/2000,1865.204,2331.595,2889.563,3117.7351,3982.844,842.36,549.32,30031.408
2/25/2000,1837.697,2334.6321,2850.179,3133.7009,4007.953,842.26,554.07,29760.977
2/28/2000,1858.168,2328.3889,2876.1,3129.386,3955.367,839.67,549.02,29341.453
2/29/2000,1883.499,2355.843,2922.914,3155.863,3972.026,841.07,547.99,29343.678
3/1/2000,1901.507,2350.0569,2952.114,3251.416,4041.291,841.86,547.73,29984.469
3/2/2000,1905.087,2346.158,2953.255,3246.9041,4088.736,842.06,547.72,30390.77
3/3/2000,1942.887,2359.165,3018.518,3244.0161,4093.548,843.75,547.96,30394.795
3/6/2000,1918.443,2359.9241,2985.896,3284.668,4098.941,842.64,548.21,30439.414
3/7/2000,1869.326,2340.686,2910.513,3387.094,4089.89,843.47,548.5,30438.207
3/8/2000,1884.809,2343.9619,2930.902,3217.772,4049.618,843.32,548.68,30559.045
3/9/2000,1933.108,2348.481,3003.433,3252.8479,4083.614,843.92,548.93,30544.637
3/10/2000,1923.978,2352.208,2992.441,3239.2151,4094.576,842.1,548.73,30473.637
3/13/2000,1908.42,2338.5249,2959.266,3260.2839,4003.964,842.9,548.65,29463.639
